word	primary_house	houses	ambiguous	sources
stymie	6	6	no	obstacle(H6)
stymy	6	6	no	obstacle(H6)
suasion	3	3	no	communication(H3)
subbing	6	6	no	work(H6)
subcompact	4	4	no	car(H4)
subcompact car	4	4	no	car(H4)
subcontract	7	7	no	contract(H7)
subdivision	3	3	no	writing(H3)
subgroup	11	11	no	group(H11)
subject matter	3	3	no	communication(H3)
subjectivist	5	5	no	intellect(H5)
sublimation	8	8	no	transformation(H8)
submission	7	7,10	yes	agreement(H7); status(H10)
subordinate	6	6	no	subordinate(H6)
subordinate word	6	6	no	subordinate(H6)
subprogram	6	6	no	routine(H6)
subroutine	6	6	no	routine(H6)
subscriber	7	7	no	client(H7); customer(H7)
subscription	12	12	no	donation(H12)
subservience	10	10	no	status(H10)
subsidiary	6	6	no	subordinate(H6)
subsidisation	2	2	no	money(H2)
subsidization	2	2	no	money(H2)
subsoil	4	4	no	soil(H4)
substance	3	3	no	communication(H3)
substituting	6	6	no	work(H6)
substitution class	2	2	no	family(H2)
substructure	4	4	no	foundation(H4)
suckling	5	5	no	baby(H5)
sudden	8	8	no	sudden(H8)
suffering	6	6	no	pain(H6)
sufficiency	2	2	no	wealth(H2)
sugar	2	2	no	money(H2)
suicide pact	7	7	no	agreement(H7)
suit	6	6	no	lawsuit(H6)
summercater	5	5	no	sport(H5)
sumo	5	5	no	sport(H5)
sumptuousness	2	2	no	wealth(H2)
sunken garden	4	4	no	garden(H4)
supererogation	3	3	no	effort(H3)
superficies	1	1	no	appearance(H1)
supermom	4	4	no	mother(H4)
supernatural	8	8	no	occult(H8)
superposition	2	2	no	deposit(H2)
supervisory routine	6	6	no	routine(H6)
supping	2	2	no	eating(H2)
support system	11	11	no	network(H11)
supposition	5	5	no	speculation(H5)
supreme headquarters	10	10	no	leadership(H10)
surface soil	4	4	no	soil(H4)
surfeit	2	2	no	eating(H2)
surgery	8	8	no	surgery(H8)
surmisal	5	5	no	speculation(H5)
surmise	5	5	no	speculation(H5)
surrender	12	12	no	loss(H12)
surrogate mother	4	4	no	mother(H4)
survey	5	5	no	study(H5)
susceptibility	10	10	no	status(H10)
susceptibleness	10	10	no	status(H10)
suspicion	8	8	no	intuition(H8)
sustainability	4	4	no	property(H4)
sustenance	2	2	no	food(H2)
suv	4	4	no	car(H4)
suzerainty	4	4	no	land(H4)
swain	5	5	no	lover(H5)
sward	4	4	no	land(H4); soil(H4)
swarm	11	11	no	group(H11)
swarthiness	1	1	no	complexion(H1)
sweat	3	3,6	yes	effort(H3); labor(H6)
sweeper	6	6	no	employee(H6)
sweetheart	5	5	no	lover(H5)
sweetie	5	5	no	lover(H5)
sword	3	3	no	arm(H3)
swordsmanship	3	3	no	skill(H3)
symmetry	4	4	no	property(H4)
syntactic category	2	2	no	family(H2)
synthesiser	5	5	no	intellect(H5)
synthesist	5	5	no	intellect(H5)
synthesizer	5	5	no	intellect(H5)
system	11	11	no	group(H11)
tab	3	3	no	journalism(H3)
table game	5	5	no	game(H5)
tabloid	3	3	no	journalism(H3); newspaper(H3)
tabulation	8	8	no	investigation(H8)
tachygraphy	3	3	no	hand(H3)
tactile property	4	4	no	property(H4)
tailoring	7	7	no	trade(H7)
take	2	2,11	yes	income(H2); yield(H11)
take a chance	5	5	no	gambling(H5)
take advantage	11	11	no	profit(H11)
take away	2	2	no	eating(H2)
take chances	5	5	no	gambling(H5)
take in	5	5	no	learning(H5)
take out	2	2	no	eating(H2)
take-home pay	2	2	no	earnings(H2)
takeover attempt	3	3	no	effort(H3)
taker	7	7	no	client(H7); customer(H7)
takings	2	2,11	yes	income(H2); yield(H11)
talent	3	3	no	talent(H3)
talk	2	2	no	speech(H2)
talkie	5	5	no	movie(H5); film(H5)
talking picture	5	5	no	movie(H5); film(H5)
talks	7	7	no	negotiation(H7)
tally	8	8	no	investigation(H8)
tandem	4	4	no	bike(H4)
tandem bicycle	4	4	no	bike(H4)
tangible possession	4	4	no	property(H4)
tanning	7	7	no	trade(H7)
taoism	9	9	no	religion(H9); faith(H9)
tap	8	8	no	investigation(H8)
taproot	4	4	no	roots(H4)
tariff	6	6	no	duty(H6)
taro	4	4	no	roots(H4)
task	6	6	no	work(H6); job(H6); duty(H6)
taste property	4	4	no	property(H4)
tasting	2	2	no	eating(H2)
tau	3	3	no	letter(H3)
tautness	10	10	no	status(H10)
taw	3	3	no	letter(H3)
tawniness	1	1	no	complexion(H1)
tax return	11	11	no	return(H11)
taxi	4	4	no	car(H4)
taxicab	4	4	no	car(H4)
tea garden	4	4	no	garden(H4)
teacher	9	9	no	teacher(H9)
teacher's pet	6	6	no	pet(H6)
teaching	5	5,9	yes	education(H5); philosophy(H9)
teaching fellow	9	9	no	teacher(H9)
team sport	5	5	no	sport(H5)
team teaching	5	5	no	education(H5)
technology	10	10	no	profession(H10)
telecom	3	3	no	media(H3)
telecommunication	3	3	no	media(H3)
telecommuting	6	6	no	work(H6)
telefilm	5	5	no	movie(H5); film(H5)
teleworking	6	6	no	work(H6)
temple	9	9	no	temple(H9)
temporal property	4	4	no	property(H4)
temptation	11	11	no	desire(H11)
tenancy	4	4	no	residence(H4)
tender	4	4	no	car(H4)
tenderness	6	6	no	pain(H6)
tending	6	6	no	work(H6)
tennis	5	5	no	tennis(H5)
tennis coach	10	10	no	manager(H10)
tenseness	10	10	no	status(H10)
tension	10	10	no	status(H10)
tensity	10	10	no	status(H10)
tenth	10	10	no	rank(H10)
term insurance	8	8	no	insurance(H8)
terminus a quo	1	1	no	beginning(H1)
terms	10	10	no	status(H10)
test	3	3,5	yes	effort(H3); communication(H3); exam(H5)
test paper	5	5	no	exam(H5)
test-tube baby	5	5	no	baby(H5)
testing	8	8	no	investigation(H8)
teth	3	3	no	letter(H3)
texture	1	1	no	character(H1)
thanksgiving	9	9	no	blessing(H9)
the great unwashed	11	11	no	group(H11)
the three estates	4	4	no	estate(H4)
theater	3	3	no	communication(H3)
theatre	3	3	no	communication(H3)
theism	9	9	no	religion(H9); faith(H9)
theological doctrine	9	9	no	philosophy(H9)
theoretician	5	5	no	intellect(H5)
theoriser	5	5	no	intellect(H5)
theorist	5	5	no	intellect(H5)
theorizer	5	5	no	intellect(H5)
thermalgesia	6	6	no	pain(H6)
theta	3	3	no	letter(H3)
things	4	4	no	property(H4)
thinker	5	5	no	intellect(H5)
third	10	10	no	rank(H10)
third estate	4	4	no	estate(H4)
thirst	11	11	no	desire(H11)
thirstiness	11	11	no	desire(H11)
thirteenth	10	10	no	rank(H10)
thirtieth	10	10	no	rank(H10)
thomas kid	5	5	no	kid(H5)
thomas kyd	5	5	no	kid(H5)
thousandth	10	10	no	rank(H10)
three-d	5	5	no	movie(H5); film(H5)
threshold	1	1	no	beginning(H1)
throb	6	6	no	pain(H6)
throw	5	5	no	gambling(H5)
thyromegaly	6	6	no	disease(H6)
ticket agent	7	7	no	seller(H7)
ticket booth	10	10	no	office(H10)
ticket office	10	10	no	office(H10)
tiddler	5	5	no	child(H5); kid(H5)
tidy sum	7	7	no	deal(H7)
tier	6	6,10	yes	competitor(H6); rival(H6); rank(H10)
tightrope walking	5	5	no	sport(H5)
tike	5	5	no	child(H5); kid(H5)
till	4	4	no	soil(H4)
tillage	4	4	no	land(H4); soil(H4)
tilled land	4	4	no	land(H4); soil(H4)
tilter	6	6	no	competitor(H6); rival(H6)
tilth	4	4,10	yes	land(H4); soil(H4); status(H10)
time loan	6	6	no	loan(H6)
timework	6	6	no	work(H6)
tin disease	8	8	no	transformation(H8)
tin pest	8	8	no	transformation(H8)
tin plague	8	8	no	transformation(H8)
title	3	3	no	writing(H3)
title-holder	6	6	no	competitor(H6); rival(H6)
toddler	5	5	no	child(H5); kid(H5)
toehold	10	10	no	status(H10)
toil	6	6	no	work(H6); labor(H6)
token money	2	2	no	money(H2)
toll agent	6	6	no	employee(H6)
toll collector	6	6	no	employee(H6)
toll taker	6	6	no	employee(H6)
toller	6	6	no	employee(H6)
tollgatherer	6	6	no	employee(H6)
tollkeeper	6	6	no	employee(H6)
tollman	6	6	no	employee(H6)
tomahawk	3	3	no	arm(H3)
tonnage	6	6	no	duty(H6)
tonnage duty	6	6	no	duty(H6)
tool-and-die work	7	7	no	trade(H7)
topiary	4	4	no	garden(H4)
topsoil	4	4	no	soil(H4)
torment	6	6	no	pain(H6)
torrent	7	7	no	deal(H7)
torture	6	6	no	pain(H6)
toss-up	2	2,9	yes	fortune(H2); luck(H9); fortune(H9)
tossup	2	2,9	yes	fortune(H2); luck(H9); fortune(H9)
tot	5	5	no	child(H5); kid(H5)
totalitarian state	10	10	no	government(H10)
totalitation regime	10	10	no	government(H10)
touch	3	3,6	yes	communication(H3); rival(H6)
tough luck	9	9	no	luck(H9)
toughness	1	1	no	stamina(H1)
tour de force	3	3	no	effort(H3)
tourer	4	4	no	car(H4)
touring car	4	4	no	car(H4)
town house	4	4	no	house(H4)
toxaemia	6	6	no	illness(H6); sickness(H6)
toxaemia of pregnancy	6	6	no	illness(H6); sickness(H6)
toxemia	6	6	no	illness(H6); sickness(H6)
toxemia of pregnancy	6	6	no	illness(H6); sickness(H6)
toy	6	6	no	dog(H6)
toy dog	6	6	no	dog(H6)
tracing routine	6	6	no	routine(H6)
track and field	5	5	no	sport(H5)
track record	10	10	no	achievement(H10)
tract house	4	4	no	house(H4)
trade	6	6,7,10	yes	job(H6); deal(H7); trade(H7); occupation(H10)
trade expense	12	12	no	expense(H12)
trade secret	8	8	no	secret(H8)
trade-in	4	4	no	property(H4)
traffic	3	3	no	communication(H3)
trafficker	7	7	no	seller(H7)
trail bike	4	4	no	bike(H4)
trail head	4	4	no	roots(H4)
trailhead	4	4	no	roots(H4)
trainman	6	6	no	employee(H6)
transcendental philosophy	9	9	no	philosophy(H9)
transcendentalism	9	9	no	philosophy(H9)
transcript	3	3	no	writing(H3)
transfer	5	5	no	learning(H5)
transfer of training	5	5	no	learning(H5)
transfer payment	12	12	no	expenditure(H12)
transferred possession	2	2	no	possession(H2)
transferred property	2	2	no	possession(H2)
transformation	8	8	no	transformation(H8)
transition	8	8	no	transformation(H8)
translation	8	8	no	transformation(H8)
transmission	3	3	no	communication(H3)
transmutation	8	8	no	transformation(H8)
transportation	12	12	no	exile(H12)
trauma	6	6	no	injury(H6)
travail	3	3,6,12	yes	effort(H3); labor(H6); confinement(H12)
travel expense	12	12	no	expense(H12)
treadmill	6	6,10	yes	job(H6); occupation(H10)
treasure	2	2	no	wealth(H2); possession(H2); treasure(H2)
treasure trove	2	2	no	treasure(H2)
treasury shares	5	5	no	stock(H5)
treasury stock	5	5	no	stock(H5)
treatise	3	3	no	writing(H3)
treatment	3	3	no	communication(H3)
treaty	7	7	no	treaty(H7)
tree cricket	5	5	no	cricket(H5)
trend setting	10	10	no	leadership(H10)
trial	3	3	no	effort(H3)
trick	7	7	no	client(H7); customer(H7)
triplet	3	3	no	sibling(H3)
tripos	5	5	no	exam(H5)
trophy	10	10	no	honor(H10)
trophy wife	7	7	no	wife(H7)
trouble	3	3,5	yes	effort(H3); pregnancy(H5)
trove	2	2	no	treasure(H2)
truce	4	4	no	peace(H4)
true cat	6	6	no	cat(H6)
truelove	5	5	no	lover(H5)
trust	4	4,6,9,11	yes	property(H4); loan(H6); faith(H9); friendship(H11)
trust busting	10	10	no	government(H10)
try	3	3	no	effort(H3)
tulle	11	11	no	network(H11)
tundra soil	4	4	no	soil(H4)
tunnage	6	6	no	duty(H6)
turf	4	4	no	land(H4); soil(H4)
turn	6	6	no	routine(H6)
turncock	6	6	no	employee(H6)
tutor	9	9	no	teacher(H9)
tv audience	7	7	no	audience(H7)
twelfth	10	10	no	rank(H10)
twentieth	10	10	no	rank(H10)
twin	3	3	no	sibling(H3)
twinge	6	6	no	pain(H6)
twinkle	1	1	no	vitality(H1)
twist	6	6	no	injury(H6)
two-seater	4	4	no	car(H4)
tyke	5	5	no	child(H5); kid(H5)
typist	6	6	no	employee(H6)
typography	7	7	no	trade(H7)
u.s. constitution	1	1	no	constitution(H1)
ugliness	1	1	no	appearance(H1)
ulalgia	6	6	no	pain(H6)
ulama	1	1	no	body(H1)
ulcer diet	2	2	no	diet(H2)
ulema	1	1	no	body(H1)
umma	11	11	no	community(H11)
ummah	11	11	no	community(H11)
unanimity	7	7	no	agreement(H7)
uncomfortableness	10	10	no	status(H10)
undercover operation	8	8	no	operation(H8)
underling	6	6	no	subordinate(H6)
underseller	7	7	no	seller(H7)
undersoil	4	4	no	soil(H4)
understanding	5	5,7	yes	intellect(H5); agreement(H7)
understructure	4	4	no	foundation(H4)
undertaking	6	6,7	yes	work(H6); trade(H7)
unearned income	2	2	no	income(H2)
unearned revenue	2	2	no	income(H2)
unfinished business	6	6	no	work(H6)
unicycle	4	4	no	bike(H4)
unification church	9	9	no	church(H9)
unilateral contract	7	7	no	agreement(H7)
unilateralism	9	9	no	philosophy(H9)
union	7	7	no	marriage(H7)
unionisation	1	1	no	constitution(H1)
unionization	1	1	no	constitution(H1)
unison	7	7	no	agreement(H7)
united states constitution	1	1	no	constitution(H1)
university	1	1,9	yes	body(H1); university(H9)
university extension	5	5	no	education(H5)
unpleasantness	6	6	no	pain(H6)
unsolvability	4	4	no	property(H4)
unsoundness	10	10	no	status(H10)
unsusceptibility	10	10	no	status(H10)
unwellness	6	6	no	illness(H6); sickness(H6)
upbeat	1	1	no	wellbeing(H1)
upbraider	10	10	no	authority(H10)
upholstery	7	7	no	trade(H7)
upsilon	3	3	no	letter(H3)
uranyl	11	11	no	group(H11)
uranyl group	11	11	no	group(H11)
uranyl radical	11	11	no	group(H11)
urbanisation	10	10	no	status(H10)
urbanization	10	10	no	status(H10)
urchin	5	5	no	child(H5); kid(H5)
urge	11	11	no	desire(H11)
urodynia	6	6	no	pain(H6)
us constitution	1	1	no	constitution(H1)
used-car	4	4	no	car(H4)
using up	12	12	no	expenditure(H12)
utilitarianism	9	9	no	philosophy(H9)
utility	6	6	no	service(H6)
utility routine	6	6	no	routine(H6)
ux.	7	7	no	wife(H7)
uxor	7	7	no	wife(H7)
uxoricide	7	7	no	husband(H7)
vacation home	4	4	no	home(H4); dwelling(H4)
vacuolation	10	10	no	status(H10)
vacuolisation	10	10	no	status(H10)
vacuolization	10	10	no	status(H10)
valiance	3	3	no	courage(H3); valor(H3)
valiancy	3	3	no	courage(H3); valor(H3)
valor	3	3	no	courage(H3); valor(H3)
valorousness	3	3	no	courage(H3); valor(H3)
valour	3	3	no	courage(H3); valor(H3)
valuable	2	2	no	treasure(H2)
value orientation	9	9	no	ethics(H9)
value-system	9	9	no	ethics(H9)
van	4	4	no	car(H4)
vanguard	10	10	no	position(H10)
vanishing point	1	1	no	appearance(H1)
vantage	2	2,10	yes	asset(H2); position(H10)
varna	11	11	no	group(H11)
varsity	9	9	no	university(H9)
varsity letter	10	10	no	honor(H10)
vascularity	4	4	no	property(H4)
vegetable garden	4	4	no	garden(H4)
vegetable patch	4	4	no	garden(H4)
vegetarianism	2	2	no	diet(H2)
vehicle	3	3,4	yes	media(H3); vehicle(H4)
veil	8	8	no	hidden(H8)
veiling	11	11	no	network(H11)
velleity	11	11	no	wish(H11)
velocipede	4	4	no	bike(H4)
vendee	7	7	no	client(H7); customer(H7); buyer(H7)
vender	7	7	no	seller(H7)
vendor	7	7	no	seller(H7)
venire	1	1	no	body(H1)
venture	5	5	no	speculation(H5); investment(H5)
verbal expression	3	3	no	communication(H3)
verbal intelligence	5	5	no	intelligence(H5)
verbalism	3	3	no	communication(H3)
versification	3	3	no	writing(H3)
version	3	3	no	writing(H3)
verve	1	1	no	vitality(H1)
vesper	6	6	no	service(H6)
vexatious litigation	6	6	no	litigation(H6)
viability	4	4	no	property(H4)
viands	2	2	no	food(H2)
vicarage	4	4	no	residence(H4)
vicereine	7	7	no	wife(H7)
vicinity	3	3	no	neighborhood(H3)
victory celebration	11	11	no	celebration(H11)
victual	2	2	no	food(H2); eating(H2)
victuals	2	2	no	food(H2)
view	1	1,10	yes	appearance(H1); position(H10)
viewers	7	7	no	audience(H7)
viewing audience	7	7	no	audience(H7)
villa	4	4	no	house(H4)
village	11	11	no	community(H11)
vim	1	1	no	vitality(H1)
vinyl	11	11	no	group(H11)
vinyl group	11	11	no	group(H11)
vinyl radical	11	11	no	group(H11)
violin family	2	2	no	family(H2)
virginity	10	10	no	status(H10)
virtue	9	9	no	morality(H9)
virtuosity	3	3	no	skill(H3)
visage	1	1	no	appearance(H1)
viscountcy	10	10	no	rank(H10)
viscountess	7	7	no	wife(H7)
viscounty	4	4,10	yes	land(H4); rank(H10)
vision	5	5	no	creativity(H5)
visionary	5	5	no	intellect(H5)
visual aspect	1	1	no	appearance(H1)
visual communication	3	3	no	communication(H3)
visual property	4	4	no	property(H4)
vital force	1	1	no	vitality(H1)
vitality	1	1	no	vitality(H1)
vitamin-deficiency diet	2	2	no	diet(H2)
vitellus	2	2	no	food(H2)
viva	5	5	no	exam(H5)
viva voce	5	5	no	exam(H5)
vocalisation	2	2,3	yes	voice(H2); communication(H3)
vocalism	2	2,3	yes	voice(H2); communication(H3)
vocalization	2	2,3	yes	voice(H2); communication(H3)
vocation	1	1,6,10	yes	body(H1); job(H6); career(H10); occupation(H10); vocation(H10)
vocational education	5	5	no	education(H5)
vocational training	5	5	no	education(H5)
voice	2	2,3	yes	voice(H2); communication(H3)
voice communication	2	2	no	speech(H2)
voice over	2	2	no	voice(H2)
vote	1	1	no	body(H1)
voting stock	5	5	no	stock(H5)
vowel	3	3	no	letter(H3)
vox	2	2,3	yes	voice(H2); communication(H3)
w.m.d.	3	3	no	arm(H3)
wad	7	7	no	deal(H7)
wage	2	2	no	earnings(H2)
wager	5	5	no	gambling(H5)
waggery	5	5	no	fun(H5)
waggishness	5	5	no	fun(H5)
waggon	4	4	no	car(H4)
wagon	4	4	no	car(H4)
waif	5	5	no	child(H5); kid(H5)
wale	6	6	no	injury(H6)
walk	10	10	no	career(H10); vocation(H10); achievement(H10)
walk of life	10	10	no	career(H10); vocation(H10)
wampum	2	2	no	money(H2)
wanness	1	1	no	complexion(H1)
want	11	11	no	wish(H11); desire(H11)
war baby	5	5	no	baby(H5)
warrantee	7	7	no	client(H7); customer(H7)
wash	6	6	no	work(H6)
wash down	2	2	no	eating(H2)
washing	6	6	no	work(H6)
wastage	12	12	no	loss(H12)
watch night	6	6	no	service(H6)
watchword	8	8	no	secret(H8)
water	2	2	no	food(H2)
water jump	6	6	no	obstacle(H6)
water sport	5	5	no	sport(H5)
watered stock	5	5	no	stock(H5)
waterlessness	10	10	no	status(H10)
waterside	2	2	no	bank(H2)
wave-particle duality	4	4	no	property(H4)
waw	3	3	no	letter(H3)
way	4	4,10	yes	property(H4); status(H10)
weakening	8	8	no	transformation(H8)
weakness	4	4	no	property(H4)
weal	6	6	no	injury(H6)
wealth	2	2,4	yes	wealth(H2); property(H4)
wealthiness	2	2	no	wealth(H2)
weapon	3	3	no	arm(H3)
weapon system	3	3	no	arm(H3)
web	11	11	no	network(H11)
web log	3	3	no	blog(H3)
wedding	7	7	no	marriage(H7); wedding(H7)
wedding ceremony	7	7	no	wedding(H7)
wedding party	7	7	no	wedding(H7)
wedlock	7	7	no	marriage(H7)
welfare	1	1	no	wellbeing(H1)
welfare work	6	6	no	work(H6)
well-being	1	1	no	wellbeing(H1)
wellbeing	1	1	no	wellbeing(H1)
wellhead	4	4	no	roots(H4)
wellness	1	1	no	health(H1); wellbeing(H1)
wellspring	4	4	no	roots(H4)
welsh corgi	6	6	no	dog(H6)
welt	6	6	no	injury(H6)
weltanschauung	10	10	no	position(H10)
wet dream	12	12	no	dream(H12)
wetland	4	4	no	land(H4); soil(H4)
wetness	10	10	no	status(H10)
wheal	6	6	no	injury(H6)
wheel	4	4	no	bike(H4)
wheeled vehicle	4	4	no	vehicle(H4)
whim	11	11	no	desire(H11)
whiplash	6	6	no	injury(H6)
whiplash injury	6	6	no	injury(H6)
whirl	3	3	no	effort(H3)
white book	5	5	no	study(H5)
white elephant	2	2	no	possession(H2)
white man's burden	6	6	no	duty(H6)
white paper	5	5	no	study(H5)
whiteness	1	1,10	yes	complexion(H1); status(H10)
whodunit	8	8	no	mystery(H8)
whoremaster	7	7	no	client(H7); customer(H7)
whoremonger	7	7	no	client(H7); customer(H7)
wicca	9	9	no	religion(H9); faith(H9)
wickedness	10	10	no	status(H10)
wicker	6	6	no	work(H6)
wickerwork	6	6	no	work(H6)
wiesenboden	4	4	no	soil(H4)
wife	7	7	no	spouse(H7); partner(H7); wife(H7)
wild west show	5	5	no	show(H5)
wildcat	6	6	no	cat(H6)
windfall profit	2	2,11	yes	earnings(H2); profit(H11)
wine making	7	7	no	trade(H7)
winemaking	7	7	no	trade(H7)
wing	10	10	no	position(H10)
wiretap	8	8	no	investigation(H8)
wirework	11	11	no	network(H11)
wisdom	9	9	no	wisdom(H9)
wise man	5	5,9	yes	intellect(H5); mentor(H9)
wiseness	9	9	no	wisdom(H9)
wish	11	11	no	wish(H11); desire(H11)
wishing	11	11	no	wish(H11); desire(H11)
wit	5	5	no	intelligence(H5)
withdrawer	10	10	no	authority(H10)
wits	5	5	no	intelligence(H5)
wizardry	5	5	no	creativity(H5)
wmd	3	3	no	arm(H3)
wolf	2	2	no	eating(H2)
wolf down	2	2	no	eating(H2)
wonder child	5	5	no	child(H5); kid(H5)
wonderer	5	5	no	intellect(H5)
woodlet	4	4	no	garden(H4)
woodwind family	2	2	no	family(H2)
woodwork	6	6,7	yes	work(H6); trade(H7)
woodworking	7	7	no	trade(H7)
woolgathering	12	12	no	dream(H12)
word	2	2,8,9	yes	speech(H2); secret(H8); scripture(H9)
word of god	9	9	no	scripture(H9)
wordplay	5	5	no	fun(H5)
words	2	2	no	speech(H2)
work	5	5,6,10	yes	learning(H5); study(H5); work(H6); job(H6); occupation(H10)
work in progress	6	6	no	work(H6)
work load	6	6	no	work(H6)
work-study program	5	5	no	education(H5)
workhouse	12	12	no	jail(H12)
working agreement	7	7	no	agreement(H7)
working class	6	6	no	labor(H6)
working dog	6	6	no	dog(H6)
working man	6	6	no	employee(H6)
working person	6	6	no	employee(H6)
workingman	6	6	no	employee(H6)
workload	6	6	no	work(H6)
workman	6	6	no	employee(H6)
workmanship	3	3	no	skill(H3)
workout	3	3	no	effort(H3)
workpiece	6	6	no	work(H6)
world	7	7,11	yes	public(H7); group(H11)
world view	10	10	no	position(H10)
world-beater	6	6	no	competitor(H6); rival(H6)
worldly belongings	4	4	no	property(H4)
worldly goods	4	4	no	property(H4)
worldly possessions	4	4	no	property(H4)
worst	3	3	no	effort(H3)
wound	6	6	no	injury(H6)
wreck	8	8	no	accident(H8)
wrench	6	6	no	injury(H6)
writing	3	3	no	writing(H3)
written agreement	7	7	no	agreement(H7)
written communication	3	3	no	communication(H3)
written document	3	3	no	writing(H3)
written language	3	3	no	communication(H3)
written material	3	3	no	writing(H3)
written report	5	5	no	study(H5)
wrongful death	8	8	no	death(H8)
wye	3	3	no	letter(H3)
x-linked dominant inheritance	8	8	no	inheritance(H8)
x-linked recessive inheritance	8	8	no	inheritance(H8)
x-ray film	5	5	no	film(H5)
xerotes	10	10	no	status(H10)
xi	3	3	no	letter(H3)
yearling	5	5	no	child(H5); kid(H5)
yearning	11	11	no	desire(H11)
yellow journalism	3	3	no	journalism(H3)
yield	2	2,11	yes	income(H2); yield(H11)
yodh	3	3	no	letter(H3)
yoghourt	2	2	no	food(H2)
yoghurt	2	2	no	food(H2)
yogurt	2	2	no	food(H2)
yolk	2	2	no	food(H2)
young man	5	5	no	lover(H5)
youngster	5	5	no	child(H5); kid(H5)
yurt	4	4	no	home(H4); dwelling(H4)
zakat	12	12	no	charity(H12)
zayin	3	3	no	letter(H3)
zed	3	3	no	letter(H3)
zee	3	3	no	letter(H3)
zero-sum game	5	5	no	game(H5)
zeta	3	3	no	letter(H3)
ziggurat	9	9	no	temple(H9)
zikkurat	9	9	no	temple(H9)
zikurat	9	9	no	temple(H9)
zoroastrianism	9	9	no	religion(H9); faith(H9)
